OrderID,LineNumber,ClientID,ProductKey,DateCommande,Quantite,PrixUnitaire,Remise,Region,Statut,Canal
CMD00410,2,CL0068,PR0015,2025-09-08,5,5.26,0,Est,Livrée,En ligne
CMD00410,3,CL0068,PR0047,2025-09-08,5,42.07,0,Est,Livrée,En ligne
CMD00411,1,CL0028,PR0042,2024-03-26,1,15.25,0,Nord,Livrée,Boutique
CMD00411,2,CL0028,PR0059,2024-03-26,5,45.98,0,Nord,Livrée,En ligne
CMD00412,1,CL0029,PR0045,2024-03-09,2,34.89,0.08,Île-de-France,Livrée,Mobile
CMD00412,2,CL0029,PR0051,2024-03-09,5,13.58,0,Île-de-France,Livrée,Boutique
CMD00412,3,CL0029,PR0020,2024-03-09,5,4.18,0,Île-de-France,Livrée,Boutique
CMD00412,4,CL0029,PR0020,2024-03-09,2,4.23,0,Île-de-France,Livrée,Mobile
CMD00413,1,CL0057,PR0027,2025-12-16,2,17.22,0,Est,En cours,En ligne
CMD00413,2,CL0057,PR0002,2025-12-16,5,34.26,0,Est,Livrée,Boutique
CMD00414,1,CL0033,PR0034,2024-09-26,4,44.02,0,Auvergne-Rhône-Alpes,Annulée,Mobile
CMD00415,1,CL0045,PR0011,2025-10-17,5,29.79,0.10,Sud,En cours,En ligne
CMD00415,2,CL0045,PR0001,2025-10-17,4,30.43,0,Sud,Annulée,En ligne
CMD00415,3,CL0045,PR0043,2025-10-17,4,39.21,0,Sud,Livrée,En ligne
CMD00415,4,CL0045,PR0007,2025-10-17,1,7.21,0,Sud,Annulée,Boutique
CMD00416,1,CL0134,PR0035,2025-08-03,3,10.46,0,Ouest,Livrée,Boutique
CMD00417,1,CL0033,PR0014,2025-05-03,4,30.59,0,Auvergne-Rhône-Alpes,Livrée,En ligne
CMD00417,2,CL0033,PR0008,2025-05-03,2,17.86,0.25,Auvergne-Rhône-Alpes,Livrée,En ligne
CMD00418,1,CL0180,PR0021,2024-07-06,4,38.98,0,Île-de-France,Livrée,En ligne
CMD00418,2,CL0180,PR0055,2024-07-06,3,9.25,0,Île-de-France,Livrée,En ligne
CMD00418,3,CL0180,PR0012,2024-07-06,5,17.26,0,Île-de-France,Livrée,Mobile
CMD00418,4,CL0180,PR0035,2024-07-06,1,43.21,0,Île-de-France,En cours,Boutique
CMD00419,1,CL0187,PR0009,2025-02-24,5,22.05,0.04,Auvergne-Rhône-Alpes,Livrée,En ligne
CMD00419,2,CL0187,PR0049,2025-02-24,4,19.01,0,Auvergne-Rhône-Alpes,Annulée,Boutique
CMD00419,3,CL0187,PR0003,2025-02-24,2,10.44,0,Auvergne-Rhône-Alpes,Livrée,En ligne
CMD00420,1,CL0171,PR0023,2024-09-09,3,27.35,0.28,Bretagne,En cours,Boutique
CMD00420,2,CL0171,PR0037,2024-09-09,5,14.44,0,Bretagne,En cours,Mobile
CMD00420,3,CL0171,PR0024,2024-09-09,5,17.86,0,Bretagne,Livrée,Mobile
CMD00420,4,CL0171,PR0052,2024-09-09,4,19.77,0,Bretagne,Livrée,Boutique
CMD00421,1,CL0079,PR0027,2024-12-07,4,26.05,0,Île-de-France,Livrée,En ligne
CMD00422,1,CL0098,PR0027,2024-02-23,2,21.40,0.25,Ouest,Livrée,Mobile
CMD00423,1,CL0101,PR0035,2024-06-25,3,10.03,0,Île-de-France,Livrée,Mobile
CMD00424,1,CL0101,PR0057,2025-09-10,4,7.12,0,Île-de-France,En cours,Mobile
CMD00424,2,CL0101,PR0054,2025-09-10,3,29.80,0,Île-de-France,Livrée,Mobile
CMD00424,3,CL0101,PR0058,2025-09-10,3,44.26,0,Île-de-France,Annulée,Mobile
CMD00425,1,CL0079,PR0042,2025-05-21,2,44.74,0,Île-de-France,En cours,Boutique
CMD00425,2,CL0079,PR0042,2025-05-21,3,37.10,0,Île-de-France,Livrée,En ligne
CMD00426,1,CL0025,PR0059,2024-05-02,3,46.82,0,Occitanie,Livrée,Boutique
CMD00427,1,CL0026,PR0005,2024-07-07,4,25.02,0.24,Nord,Livrée,Boutique
CMD00427,2,CL0026,PR0043,2024-07-07,2,18.43,0,Nord,En cours,Mobile
CMD00427,3,CL0026,PR0057,2024-07-07,2,12.96,0.29,Nord,Livrée,Mobile
CMD00428,1,CL0095,PR0025,2024-07-05,1,27.07,0,Île-de-France,Livrée,En ligne
CMD00429,1,CL0165,PR0040,2024-03-07,3,43.01,0,Occitanie,Livrée,Boutique
CMD00430,1,CL0122,PR0015,2025-11-19,3,19.27,0.27,Ouest,Livrée,Mobile
CMD00430,2,CL0122,PR0049,2025-11-19,1,24.84,0,Ouest,Livrée,Mobile
CMD00430,3,CL0122,PR0030,2025-11-19,4,45.36,0,Ouest,Livrée,En ligne
CMD00430,4,CL0122,PR0026,2025-11-19,2,38.54,0,Ouest,Annulée,Mobile
CMD00431,1,CL0016,PR0045,2024-05-24,3,10.36,0,Ouest,Annulée,Mobile
CMD00431,2,CL0016,PR0060,2024-05-24,2,16.75,0,Ouest,Livrée,Mobile
CMD00431,3,CL0016,PR0027,2024-05-24,3,22.40,0,Ouest,Livrée,Mobile
CMD00432,1,CL0152,PR0005,2024-08-03,2,41.52,0.22,Auvergne-Rhône-Alpes,En cours,En ligne
CMD00432,2,CL0152,PR0060,2024-08-03,2,5.12,0,Auvergne-Rhône-Alpes,Livrée,Boutique
CMD00433,1,CL0190,PR0011,2025-10-04,3,2.16,0,Île-de-France,Annulée,En ligne
CMD00433,2,CL0190,PR0025,2025-10-04,4,17.38,0,Île-de-France,Annulée,Mobile
CMD00434,1,CL0120,PR0051,2024-06-16,1,6.43,0.13,Sud,En cours,Mobile
CMD00434,2,CL0120,PR0041,2024-06-16,3,24.49,0.05,Sud,Livrée,Boutique
CMD00435,1,CL0071,PR0040,2025-12-17,5,32.34,0.29,Sud,Livrée,En ligne
CMD00435,2,CL0071,PR0016,2025-12-17,1,4.23,0,Sud,Livrée,Boutique
CMD00436,1,CL0051,PR0020,2025-09-22,3,40.51,0,Auvergne-Rhône-Alpes,Annulée,En ligne
CMD00436,2,CL0051,PR0037,2025-09-22,4,4.95,0,Auvergne-Rhône-Alpes,Livrée,En ligne
CMD00436,3,CL0051,PR0047,2025-09-22,5,3.55,0,Auvergne-Rhône-Alpes,Livrée,Mobile
CMD00436,4,CL0051,PR0060,2025-09-22,2,37.60,0,Auvergne-Rhône-Alpes,En cours,Boutique
CMD00437,1,CL0172,PR0041,2025-06-05,5,21.45,0,Auvergne-Rhône-Alpes,Livrée,Mobile
CMD00438,1,CL0041,PR0011,2024-12-28,5,18.13,0,Île-de-France,Livrée,Mobile
CMD00439,1,CL0169,PR0007,2024-01-16,2,26.15,0,Bretagne,Livrée,Mobile
CMD00440,1,CL0024,PR0004,2025-04-20,5,14.61,0,Est,Livrée,En ligne
CMD00440,2,CL0024,PR0025,2025-04-20,2,10.73,0,Est,Livrée,Boutique
CMD00440,3,CL0024,PR0032,2025-04-20,4,3.97,0,Est,Annulée,Mobile
CMD00441,1,CL0187,PR0021,2024-01-25,5,2.91,0.19,Auvergne-Rhône-Alpes,Annulée,Boutique
CMD00441,2,CL0187,PR0056,2024-01-25,3,9.05,0,Auvergne-Rhône-Alpes,Livrée,Boutique
CMD00441,3,CL0187,PR0051,2024-01-25,1,42.90,0,Auvergne-Rhône-Alpes,Livrée,Boutique
CMD00441,4,CL0187,PR0032,2024-01-25,3,46.45,0,Auvergne-Rhône-Alpes,Livrée,Boutique
CMD00442,1,CL0186,PR0006,2025-11-13,1,27.01,0,Sud,Livrée,En ligne
CMD00442,2,CL0186,PR0054,2025-11-13,4,12.15,0,Sud,Livrée,En ligne
CMD00442,3,CL0186,PR0022,2025-11-13,3,35.80,0,Sud,Livrée,Boutique
CMD00442,4,CL0186,PR0008,2025-11-13,4,16.90,0,Sud,Livrée,En ligne
CMD00443,1,CL0174,PR0002,2024-09-19,5,43.37,0,Bretagne,Livrée,En ligne
CMD00444,1,CL0144,PR0042,2024-02-01,3,35.87,0,Est,Livrée,Mobile
CMD00444,2,CL0144,PR0016,2024-02-01,3,31.76,0.29,Est,Livrée,En ligne
CMD00444,3,CL0144,PR0041,2024-02-01,4,35.86,0,Est,En cours,En ligne
CMD00444,4,CL0144,PR0033,2024-02-01,2,40.65,0,Est,Livrée,En ligne
CMD00445,1,CL0007,PR0047,2024-05-07,3,11.51,0,Est,En cours,En ligne
CMD00445,2,CL0007,PR0011,2024-05-07,4,32.27,0.04,Est,Livrée,Mobile
CMD00445,3,CL0007,PR0007,2024-05-07,1,42.23,0,Est,Annulée,En ligne
CMD00445,4,CL0007,PR0019,2024-05-07,1,13.43,0.20,Est,En cours,Mobile
CMD00446,1,CL0121,PR0012,2024-03-02,3,22.24,0,Île-de-France,Livrée,Boutique
CMD00447,1,CL0022,PR0022,2025-02-14,3,45.76,0,Occitanie,Annulée,En ligne
CMD00447,2,CL0022,PR0046,2025-02-14,1,2.73,0,Occitanie,Livrée,Mobile
CMD00447,3,CL0022,PR0011,2025-02-14,2,19.46,0,Occitanie,Annulée,Boutique
CMD00448,1,CL0125,PR0013,2025-03-03,2,46.84,0,Ouest,Livrée,Mobile
CMD00449,1,CL0130,PR0045,2025-01-04,4,35.01,0,Auvergne-Rhône-Alpes,Annulée,Mobile
CMD00449,2,CL0130,PR0058,2025-01-04,2,34.74,0,Auvergne-Rhône-Alpes,Livrée,Boutique
CMD00449,3,CL0130,PR0011,2025-01-04,5,42.59,0,Auvergne-Rhône-Alpes,Livrée,Boutique
CMD00450,1,CL0054,PR0045,2025-06-09,3,36.32,0,Est,Annulée,Mobile
CMD00450,2,CL0054,PR0040,2025-06-09,2,29.64,0,Est,Livrée,Mobile
CMD00450,3,CL0054,PR0034,2025-06-09,3,35.11,0,Est,Livrée,Boutique
CMD00450,4,CL0054,PR0055,2025-06-09,5,9.11,0,Est,En cours,Boutique
CMD00451,1,CL0127,PR0053,2024-03-19,4,2.08,0.14,Est,En cours,En ligne
CMD00451,2,CL0127,PR0042,2024-03-19,4,8.32,0,Est,Livrée,Boutique
CMD00451,3,CL0127,PR0055,2024-03-19,4,35.35,0,Est,Livrée,Mobile
CMD00452,1,CL0064,PR0028,2024-03-09,5,32.04,0,Est,Livrée,Mobile
CMD00452,2,CL0064,PR0012,2024-03-09,3,13.82,0,Est,Livrée,Mobile
CMD00453,1,CL0021,PR0053,2025-03-17,1,29.21,0.02,Île-de-France,Livrée,Boutique
CMD00454,1,CL0012,PR0037,2025-09-17,5,46.72,0,Auvergne-Rhône-Alpes,Livrée,Boutique
CMD00455,1,CL0026,PR0026,2025-10-08,2,21.54,0,Nord,Livrée,Boutique
CMD00455,2,CL0026,PR0021,2025-10-08,2,27.72,0,Nord,Annulée,En ligne
CMD00455,3,CL0026,PR0028,2025-10-08,1,42.54,0,Nord,Livrée,Mobile
CMD00455,4,CL0026,PR0032,2025-10-08,5,28.94,0,Nord,En cours,En ligne
CMD00456,1,CL0129,PR0030,2024-11-16,5,20.63,0,Est,Livrée,Boutique
CMD00456,2,CL0129,PR0006,2024-11-16,4,15.85,0,Est,En cours,Mobile
CMD00456,3,CL0129,PR0017,2024-11-16,5,26.10,0,Est,Livrée,Boutique
CMD00457,1,CL0125,PR0030,2025-09-27,1,45.14,0.14,Ouest,En cours,Boutique
CMD00457,2,CL0125,PR0020,2025-09-27,2,32.72,0,Ouest,Livrée,Boutique
CMD00457,3,CL0125,PR0051,2025-09-27,5,18.64,0.10,Ouest,Annulée,Mobile
CMD00457,4,CL0125,PR0050,2025-09-27,2,11.37,0,Ouest,Annulée,En ligne
CMD00458,1,CL0078,PR0042,2024-09-17,2,5.71,0,Auvergne-Rhône-Alpes,Livrée,Boutique
CMD00458,2,CL0078,PR0034,2024-09-17,3,35.85,0,Auvergne-Rhône-Alpes,Livrée,En ligne
CMD00458,3,CL0078,PR0026,2024-09-17,4,26.87,0,Auvergne-Rhône-Alpes,Livrée,Boutique
CMD00458,4,CL0078,PR0048,2024-09-17,4,13.37,0,Auvergne-Rhône-Alpes,Livrée,Boutique
CMD00459,1,CL0012,PR0056,2025-12-05,4,19.83,0.26,Auvergne-Rhône-Alpes,Livrée,Mobile
CMD00459,2,CL0012,PR0027,2025-12-05,5,19.58,0.12,Auvergne-Rhône-Alpes,Livrée,En ligne
CMD00460,1,CL0183,PR0033,2024-01-08,3,17.90,0,Sud,En cours,En ligne
CMD00461,1,CL0012,PR0005,2025-03-11,2,9.44,0,Auvergne-Rhône-Alpes,Livrée,Mobile
CMD00461,2,CL0012,PR0004,2025-03-11,5,11.80,0,Auvergne-Rhône-Alpes,Livrée,En ligne
CMD00461,3,CL0012,PR0024,2025-03-11,3,19.83,0,Auvergne-Rhône-Alpes,Livrée,Mobile
CMD00462,1,CL0045,PR0040,2025-11-03,4,11.67,0,Sud,Livrée,En ligne
CMD00462,2,CL0045,PR0020,2025-11-03,2,32.41,0.02,Sud,Livrée,Mobile
CMD00462,3,CL0045,PR0025,2025-11-03,5,44.81,0,Sud,En cours,Mobile
CMD00463,1,CL0089,PR0058,2024-10-18,5,43.02,0,Occitanie,Livrée,Mobile
CMD00463,2,CL0089,PR0035,2024-10-18,1,15.94,0,Occitanie,Livrée,En ligne
CMD00463,3,CL0089,PR0005,2024-10-18,4,38.46,0,Occitanie,Livrée,Boutique
CMD00463,4,CL0089,PR0018,2024-10-18,2,34.24,0,Occitanie,Annulée,Boutique
CMD00464,1,CL0042,PR0050,2025-01-03,5,12.21,0,Bretagne,Livrée,En ligne
CMD00464,2,CL0042,PR0008,2025-01-03,4,16.35,0,Bretagne,Livrée,En ligne
CMD00464,3,CL0042,PR0027,2025-01-03,3,10.42,0,Bretagne,Livrée,Boutique
CMD00465,1,CL0108,PR0031,2024-03-18,4,20.43,0,Auvergne-Rhône-Alpes,Livrée,Boutique
CMD00465,2,CL0108,PR0044,2024-03-18,4,5.97,0,Auvergne-Rhône-Alpes,Livrée,Mobile
CMD00466,1,CL0075,PR0006,2025-01-03,3,10.09,0,Occitanie,Livrée,En ligne
CMD00466,2,CL0075,PR0031,2025-01-03,2,13.44,0,Occitanie,Livrée,Mobile
CMD00466,3,CL0075,PR0022,2025-01-03,2,12.89,0,Occitanie,Livrée,En ligne
CMD00466,4,CL0075,PR0041,2025-01-03,1,33.64,0,Occitanie,Livrée,Boutique
CMD00467,1,CL0112,PR0023,2024-01-23,5,39.34,0,Ouest,Livrée,Boutique
CMD00468,1,CL0155,PR0031,2025-11-03,4,36.98,0.26,Nord,Livrée,En ligne
CMD00469,1,CL0166,PR0004,2024-06-03,5,16.78,0.17,Sud,Annulée,En ligne
CMD00470,1,CL0072,PR0046,2024-04-04,4,6.71,0,Île-de-France,Livrée,Mobile
CMD00470,2,CL0072,PR0019,2024-04-04,4,7.70,0,Île-de-France,En cours,Mobile
CMD00471,1,CL0164,PR0045,2025-07-13,2,19.46,0.24,Est,Livrée,Mobile
CMD00471,2,CL0164,PR0016,2025-07-13,5,11.11,0.09,Est,Annulée,Boutique
CMD00472,1,CL0184,PR0004,2025-01-19,5,3.59,0,Auvergne-Rhône-Alpes,Livrée,Mobile
CMD00472,2,CL0184,PR0043,2025-01-19,4,5.08,0,Auvergne-Rhône-Alpes,Livrée,En ligne
CMD00473,1,CL0012,PR0036,2025-03-06,4,2.09,0,Auvergne-Rhône-Alpes,Livrée,En ligne
CMD00474,1,CL0085,PR0036,2024-05-25,5,8.13,0,Sud,Livrée,En ligne
CMD00474,2,CL0085,PR0016,2024-05-25,1,23.60,0.12,Sud,Livrée,Mobile
CMD00474,3,CL0085,PR0010,2024-05-25,1,6.19,0,Sud,Annulée,Boutique
CMD00474,4,CL0085,PR0052,2024-05-25,3,31.85,0.12,Sud,Livrée,Mobile
CMD00475,1,CL0048,PR0020,2025-07-02,4,21.20,0,Auvergne-Rhône-Alpes,Livrée,Mobile
CMD00475,2,CL0048,PR0058,2025-07-02,3,39.64,0.06,Auvergne-Rhône-Alpes,Livrée,Boutique
CMD00476,1,CL0076,PR0057,2025-05-02,5,10.26,0,Sud,Livrée,Boutique
CMD00477,1,CL0003,PR0044,2025-09-06,5,34.29,0,Est,En cours,Boutique
CMD00478,1,CL0006,PR0030,2025-02-17,3,28.19,0,Ouest,Livrée,Mobile
CMD00478,2,CL0006,PR0029,2025-02-17,1,2.05,0,Ouest,Livrée,Mobile
CMD00478,3,CL0006,PR0041,2025-02-17,3,16.18,0,Ouest,Livrée,En ligne
CMD00479,1,CL0073,PR0060,2025-09-27,1,34.47,0,Nord,Livrée,En ligne
CMD00479,2,CL0073,PR0001,2025-09-27,2,14.37,0,Nord,Livrée,Boutique
CMD00479,3,CL0073,PR0007,2025-09-27,3,45.34,0,Nord,En cours,Mobile
CMD00479,4,CL0073,PR0048,2025-09-27,1,2.62,0,Nord,Livrée,En ligne
CMD00480,1,CL0190,PR0004,2024-02-11,2,29.55,0.25,Île-de-France,En cours,En ligne
CMD00480,2,CL0190,PR0057,2024-02-11,2,35.62,0,Île-de-France,Livrée,Mobile
CMD00481,1,CL0132,PR0038,2024-04-10,5,4.62,0,Auvergne-Rhône-Alpes,Livrée,Mobile
CMD00481,2,CL0132,PR0001,2024-04-10,1,9.75,0,Auvergne-Rhône-Alpes,Livrée,Boutique
CMD00482,1,CL0148,PR0016,2024-09-10,1,18.53,0.20,Auvergne-Rhône-Alpes,Livrée,Boutique
CMD00482,2,CL0148,PR0060,2024-09-10,1,10.65,0.15,Auvergne-Rhône-Alpes,Annulée,En ligne
CMD00482,3,CL0148,PR0050,2024-09-10,4,17.44,0.05,Auvergne-Rhône-Alpes,Livrée,En ligne
CMD00483,1,CL0079,PR0012,2025-05-07,1,25.12,0,Île-de-France,En cours,Mobile
CMD00483,2,CL0079,PR0050,2025-05-07,1,10.46,0.11,Île-de-France,Livrée,Boutique
CMD00484,1,CL0006,PR0011,2024-02-26,1,34.39,0,Ouest,Annulée,En ligne
CMD00484,2,CL0006,PR0010,2024-02-26,5,33.27,0.21,Ouest,Livrée,En ligne
CMD00484,3,CL0006,PR0020,2024-02-26,1,4.37,0,Ouest,Livrée,Boutique
CMD00484,4,CL0006,PR0030,2024-02-26,5,25.95,0,Ouest,Annulée,Boutique
CMD00485,1,CL0080,PR0031,2024-07-01,2,7.30,0,Est,En cours,Mobile
CMD00486,1,CL0077,PR0015,2024-02-05,4,23.06,0,Ouest,Annulée,En ligne
CMD00486,2,CL0077,PR0007,2024-02-05,4,12.69,0,Ouest,Livrée,Boutique
CMD00486,3,CL0077,PR0018,2024-02-05,5,5.95,0,Ouest,Livrée,Mobile
CMD00487,1,CL0175,PR0003,2025-05-25,1,25.44,0,Ouest,Livrée,Mobile
CMD00487,2,CL0175,PR0004,2025-05-25,4,40.71,0,Ouest,Annulée,En ligne
CMD00487,3,CL0175,PR0009,2025-05-25,1,27.05,0,Ouest,Livrée,Mobile
CMD00488,1,CL0092,PR0054,2025-01-21,1,40.14,0.07,Ouest,Annulée,Mobile
CMD00488,2,CL0092,PR0042,2025-01-21,2,10.89,0,Ouest,Livrée,En ligne
CMD00489,1,CL0193,PR0009,2025-07-13,1,12.16,0,Ouest,Livrée,Boutique
CMD00490,1,CL0086,PR0044,2025-06-24,5,28.31,0,Bretagne,En cours,En ligne
CMD00490,2,CL0086,PR0013,2025-06-24,1,19.45,0.12,Bretagne,Annulée,Boutique
CMD00490,3,CL0086,PR0028,2025-06-24,3,20.83,0.30,Bretagne,Annulée,Mobile
CMD00491,1,CL0037,PR0029,2024-11-17,1,7.40,0.06,Île-de-France,Livrée,Boutique
CMD00491,2,CL0037,PR0039,2024-11-17,3,21.47,0,Île-de-France,Annulée,En ligne
CMD00491,3,CL0037,PR0006,2024-11-17,4,14.96,0,Île-de-France,En cours,En ligne
CMD00492,1,CL0189,PR0028,2025-06-08,3,3.36,0,Sud,Annulée,Boutique
CMD00493,1,CL0106,PR0004,2025-10-21,1,37.94,0,Auvergne-Rhône-Alpes,Livrée,En ligne
CMD00493,2,CL0106,PR0043,2025-10-21,3,11.75,0.19,Auvergne-Rhône-Alpes,Livrée,Boutique
CMD00493,3,CL0106,PR0047,2025-10-21,2,26.92,0,Auvergne-Rhône-Alpes,Livrée,Boutique
CMD00493,4,CL0106,PR0004,2025-10-21,1,13.74,0,Auvergne-Rhône-Alpes,Livrée,Mobile
CMD00494,1,CL0163,PR0054,2024-12-07,5,10.87,0,Est,Livrée,Mobile
CMD00494,2,CL0163,PR0031,2024-12-07,4,32.30,0,Est,Livrée,En ligne
CMD00495,1,CL0155,PR0024,2024-10-28,5,10.97,0.15,Nord,Livrée,En ligne
CMD00495,2,CL0155,PR0041,2024-10-28,1,19.48,0,Nord,Livrée,Boutique
CMD00495,3,CL0155,PR0034,2024-10-28,1,40.54,0,Nord,Livrée,Mobile
CMD00495,4,CL0155,PR0048,2024-10-28,1,30.23,0,Nord,Livrée,Boutique
CMD00496,1,CL0051,PR0060,2025-07-27,1,14.60,0,Auvergne-Rhône-Alpes,Livrée,Boutique
CMD00496,2,CL0051,PR0057,2025-07-27,2,15.05,0.16,Auvergne-Rhône-Alpes,Livrée,Boutique
CMD00497,1,CL0012,PR0041,2025-09-28,3,16.62,0,Auvergne-Rhône-Alpes,En cours,En ligne
CMD00497,2,CL0012,PR0032,2025-09-28,4,25.20,0,Auvergne-Rhône-Alpes,Annulée,En ligne
CMD00498,1,CL0187,PR0027,2025-10-22,1,46.85,0,Auvergne-Rhône-Alpes,Livrée,Boutique
CMD00498,2,CL0187,PR0019,2025-10-22,3,16.34,0,Auvergne-Rhône-Alpes,En cours,En ligne
CMD00499,1,CL0152,PR0008,2024-07-26,5,9.45,0,Auvergne-Rhône-Alpes,Livrée,Mobile
CMD00499,2,CL0152,PR0028,2024-07-26,4,46.22,0,Auvergne-Rhône-Alpes,Livrée,Boutique
CMD00500,1,CL0198,PR0007,2025-06-09,1,44.38,0,Sud,Annulée,En ligne
CMD00500,2,CL0198,PR0030,2025-06-09,2,19.14,0.08,Sud,Annulée,Mobile
CMD00500,3,CL0198,PR0047,2025-06-09,2,7.69,0,Sud,Annulée,En ligne
CMD00501,1,CL0083,PR0029,2024-10-09,1,5.72,0,Bretagne,Annulée,En ligne
CMD00501,2,CL0083,PR0060,2024-10-09,1,37.40,0.21,Bretagne,Livrée,En ligne
CMD00501,3,CL0083,PR0053,2024-10-09,2,40.29,0,Bretagne,En cours,Mobile
CMD00502,1,CL0048,PR0023,2025-06-16,4,7.01,0,Auvergne-Rhône-Alpes,Annulée,En ligne
CMD00502,2,CL0048,PR0002,2025-06-16,4,34.71,0,Auvergne-Rhône-Alpes,En cours,En ligne
CMD00503,1,CL0101,PR0001,2024-01-24,2,21.70,0,Île-de-France,Livrée,Boutique
CMD00503,2,CL0101,PR0038,2024-01-24,2,32.36,0,Île-de-France,En cours,Boutique
CMD00504,1,CL0182,PR0032,2025-08-11,2,3.23,0,Auvergne-Rhône-Alpes,En cours,En ligne
CMD00505,1,CL0018,PR0004,2024-12-18,2,40.41,0,Auvergne-Rhône-Alpes,Livrée,En ligne
CMD00505,2,CL0018,PR0025,2024-12-18,3,27.77,0,Auvergne-Rhône-Alpes,Annulée,Mobile
CMD00505,3,CL0018,PR0001,2024-12-18,2,41.98,0,Auvergne-Rhône-Alpes,Livrée,Mobile
CMD00506,1,CL0045,PR0018,2024-07-22,4,2.24,0,Sud,Annulée,Mobile
CMD00506,2,CL0045,PR0022,2024-07-22,5,24.80,0.28,Sud,Livrée,En ligne
CMD00507,1,CL0095,PR0025,2024-06-26,5,46.68,0.20,Île-de-France,Livrée,En ligne
CMD00507,2,CL0095,PR0036,2024-06-26,3,45.74,0,Île-de-France,En cours,Mobile
CMD00507,3,CL0095,PR0052,2024-06-26,4,33.33,0,Île-de-France,Livrée,Boutique
CMD00508,1,CL0109,PR0060,2025-01-23,5,34.38,0,Occitanie,Livrée,Mobile
CMD00508,2,CL0109,PR0018,2025-01-23,5,36.82,0,Occitanie,Annulée,Boutique
CMD00508,3,CL0109,PR0054,2025-01-23,1,8.61,0.03,Occitanie,En cours,Boutique
CMD00508,4,CL0109,PR0032,2025-01-23,1,30.81,0,Occitanie,En cours,Boutique
CMD00509,1,CL0132,PR0023,2024-11-23,4,46.14,0,Auvergne-Rhône-Alpes,En cours,Mobile
CMD00509,2,CL0132,PR0046,2024-11-23,5,24.78,0,Auvergne-Rhône-Alpes,Livrée,Mobile
CMD00509,3,CL0132,PR0060,2024-11-23,3,44.21,0,Auvergne-Rhône-Alpes,En cours,En ligne
CMD00509,4,CL0132,PR0037,2024-11-23,1,20.48,0,Auvergne-Rhône-Alpes,Livrée,En ligne
CMD00510,1,CL0028,PR0043,2025-08-03,4,9.16,0,Nord,En cours,Mobile
CMD00511,1,CL0109,PR0030,2024-03-25,5,41.26,0,Occitanie,En cours,En ligne
CMD00511,2,CL0109,PR0004,2024-03-25,4,25.79,0,Occitanie,Livrée,En ligne
CMD00511,3,CL0109,PR0057,2024-03-25,2,14.46,0.16,Occitanie,En cours,Boutique
CMD00512,1,CL0068,PR0017,2025-04-26,1,15.72,0.01,Est,Annulée,Mobile
CMD00513,1,CL0044,PR0047,2024-11-10,1,28.70,0,Est,Livrée,Boutique
CMD00514,1,CL0189,PR0035,2024-09-01,1,36.89,0,Sud,Livrée,En ligne
CMD00514,2,CL0189,PR0027,2024-09-01,4,23.80,0,Sud,Annulée,Mobile
CMD00514,3,CL0189,PR0050,2024-09-01,3,41.96,0,Sud,Livrée,En ligne
CMD00514,4,CL0189,PR0014,2024-09-01,4,14.61,0,Sud,Livrée,En ligne
CMD00515,1,CL0001,PR0055,2025-02-03,2,27.82,0,Île-de-France,Annulée,En ligne
CMD00515,2,CL0001,PR0047,2025-02-03,3,6.22,0,Île-de-France,Annulée,En ligne
CMD00516,1,CL0075,PR0024,2024-12-05,2,30.99,0,Occitanie,Livrée,Mobile
CMD00517,1,CL0090,PR0060,2025-09-13,4,12.75,0,Occitanie,Livrée,En ligne
CMD00517,2,CL0090,PR0002,2025-09-13,4,16.21,0,Occitanie,Annulée,Mobile
CMD00517,3,CL0090,PR0042,2025-09-13,2,34.45,0,Occitanie,Annulée,En ligne
CMD00518,1,CL0095,PR0052,2025-05-02,1,8.00,0.04,Île-de-France,Livrée,En ligne
CMD00518,2,CL0095,PR0043,2025-05-02,2,35.22,0,Île-de-France,Livrée,Mobile
CMD00518,3,CL0095,PR0059,2025-05-02,4,25.77,0,Île-de-France,En cours,En ligne
CMD00519,1,CL0024,PR0036,2024-11-06,4,33.65,0,Est,Livrée,En ligne
CMD00519,2,CL0024,PR0012,2024-11-06,5,17.02,0,Est,Livrée,En ligne
CMD00519,3,CL0024,PR0013,2024-11-06,2,35.85,0,Est,En cours,Boutique
CMD00520,1,CL0095,PR0025,2025-06-18,5,34.32,0,Île-de-France,Livrée,Mobile
CMD00520,2,CL0095,PR0026,2025-06-18,3,29.85,0,Île-de-France,Annulée,En ligne
CMD00520,3,CL0095,PR0039,2025-06-18,2,3.71,0,Île-de-France,Livrée,Mobile
CMD00521,1,CL0052,PR0057,2024-03-13,4,22.81,0,Nord,Annulée,Mobile
CMD00521,2,CL0052,PR0036,2024-03-13,4,40.66,0,Nord,Livrée,En ligne
CMD00521,3,CL0052,PR0005,2024-03-13,4,46.10,0,Nord,En cours,Mobile
CMD00521,4,CL0052,PR0021,2024-03-13,4,14.13,0,Nord,Livrée,En ligne
CMD00522,1,CL0049,PR0045,2025-08-22,2,34.96,0,Auvergne-Rhône-Alpes,Livrée,Boutique
CMD00522,2,CL0049,PR0050,2025-08-22,2,10.65,0,Auvergne-Rhône-Alpes,Livrée,Boutique
CMD00522,3,CL0049,PR0033,2025-08-22,1,18.38,0,Auvergne-Rhône-Alpes,En cours,En ligne
CMD00523,1,CL0121,PR0005,2025-10-03,2,28.95,0,Île-de-France,En cours,Boutique
